restaurant,Asian Cuisine,Dining Experience,Food Quality,Service Speed,Staff Friendliness,Value for Money,Western Cuisine,avg_rating,review_count,Asian Cuisine_text,Dining Experience_text,Food Quality_text,Service Speed_text,Staff Friendliness_text,Value for Money_text,Western Cuisine_text
Miss Ellie Tea House,3.0,3.0,4.8563275,3.0,3.0,4.6526036,3.0,4.333333333333333,36,No specific mentions.,No specific mentions.,"We had lunch here. All the food we ordered was just delicious. Main courses were fresh, very well presented and tasted wonderful. For dessert we had a parfait, crème brûlée and pandan panna cotta. The...",First of all the owners take utmost care to serve each customers personally. They managed to even timed food between starters to dessert for customers (subjected to crowd).Scones are great 3.5/5 but t...,"The scones really are excellent - everything else we tried I'd say was """"""""just"""""""" very good.  Very friendly staff and great environment and service.",One of our favourite spots. The food is delicious and the people are friendly and helpful. Our first visit here was about 4-5 years ago and until today they still maintain their high standard. Almost ...,No specific mentions.
Mitasu Restaurant,3.0,3.0,3.9120364,2.2521653,3.0,4.3440504,3.0,3.847457627118644,59,No specific mentions.,No specific mentions.,Celebrate Father's day with my family members there. Remember to book advance if you intend to go there. You can't just walk in as the place always full.Overall rate average. The sashimi and oyster no...,"We made reservations and was pleasantly surprised when the restaurant called to reconfirm the reservations"";"" one day before and on the morning of the day itself. Upon entering the restaurant, we were...",Amazing buffet lunch we had in Mitasu with wonderful lavish Menu. Did try alot of items but most i loved was Sushis. Its a must try place for all Japanese food lovers.,"Been there with a group of 12 person, the service was excellent, as they are very attentive to keep clearing the plates and check if you need more order. Actually quite noisy there, lucky we got a pri...",No specific mentions.
Mo-Mo Paradise,3.0,3.0,4.860104,3.0,4.9760118,4.95229,3.0,4.892857142857143,28,No specific mentions.,No specific mentions.,Fresh and variety choices of pork and vegetables that satisfies my craving on hotpot! Love the soup! 😋,No specific mentions.,Celebrated friend's birthday at this awesome place. Quality food and impressed by their hospitality. Worth visit!,"I just came back from a trip to Japan recently and I loved their food so much. I thought of going back for the shabu shabu, then I found Momo Paradise! The price is reasonable and the quality of the i...",No specific mentions.
Moghul Mahal Restaurant,3.0,3.0,4.4870815,3.0,4.890761,4.228478,3.0,4.098039215686274,51,No specific mentions.,No specific mentions.,We love a good curry at home in England and rarely find a decent one on our travels. We decided to visit the tower and try Mogul. The restaurant was empty at 9pm on a Saturday night. But we stuck to o...,"We were going to have lunch at the Menara tower restaurant but we didn’t book before and it was full so we decided to eat at the first restaurant we saw on the ground floor.It was the Moghul Mahal, an...",We absolutely enjoyed our meal in that place! We were really satisfied by service and the food! We definitely recommend!,"We are visiting the tower and, in our way down we are hungry. We love Indian food and restaurant was in front of us. Well what a luck, because this is one of the best Indian restaurants I’ve ever been...",No specific mentions.
Mohd Yaseen Nasi Kandar,3.0,3.0,3.8985295,3.0,3.0,4.483161,3.0,4.0,48,No specific mentions.,No specific mentions.,"I went to eat with my family and was pleasantly surprised to find squid eggs, and the worker gave a generous portion unto my plate! It was soft and yummy. I ate the chicken drumstick curry and ladies'...","7th Nov, 2015.Planned this lunch 3 weeks ago, looking forward to a scrumptious meal. Arrived at Mohd Yaseen nasi kandar about 1.00 pm., with a friend. We thought we were so lucky, very very short queu...",No specific mentions.,I had the best nasi kandar in town by just walking distance from WP Hotel.. The lunch was mind blowing..I still cant forget the taste,No specific mentions.
Mohd.Yaseem Nasi Kandar Restaurant,4.8456125,3.0,3.670641,2.1134772,4.7545877,3.8905602,3.0,3.9478079331941545,479,One of the best nasi kandar and love the mee goreng mamak,"Good food. Attentive service. Hope they upkeep the cleanliness, specially toilets.","The most important authentic nasi kandar restaurant in kl. Great, solid food,chicken,fish,beef combined great by mixing the specific curries. A must have.","Since I was 5, I'm eating here. Now 24 years still eating here because of the nasi kandar. Better than line clear at penang. Trust me, you never regret. Dont forget, to buy papadom!",Best place for a meal anytime. The foods is great. Definitely try the nasi campur. Great place to chill with friends.,"The kuah campur is sooo nice! Caution, it's spicier than other nasi kandar place. Plenty of dishes to choose from. Please try their telur sotong. It's so damn good guys!",No specific mentions.
Mojo Restaurant & Bar KL,3.0,3.0,3.0,3.0,4.9561815,4.622325,3.0,3.980769230769231,52,No specific mentions.,No specific mentions.,"Had the crispy duck (tasty - must try), Fajitas Chicken Salad (good), Pad Si Yew noodles (slightly salty), Seafood Aglio Olio (good) and English Fish & Chips (meddiocre - the batter was too starchy an...","Although the food is quite bad, but the environment is really good and chilling. We were finishing our drinks and having cake from butter + bread, we got kicked out by a lady who works there (probably...",Celebrated my birthday there once with friends. The food and service were great. Try their desserts!  The staff were friendly and accommodating. Have been there a couple more times and will definitely...,"We had a meeting in Sheraton, so came to Mojo for dinner. We particularly enjoy the Salmon Carbonara, it was soo good!",No specific mentions.
Monnalisa Ristorante Italiano,3.0,3.0,4.6202435,3.0293045,4.966938,4.596077,4.9496446,4.535714285714286,84,No specific mentions.,No specific mentions.,Loving the authenticity of this place! Pasta was cooked to al-dente perfection with generous portion and the lamb dish was so succulent and yummy! The staffs were polite and helpful together with Carm...,"Tried it for the first time, didn’t dissapoint. Simply flavourful as how I like my Italian food to be :)",It was a last minute dinner plan with my family and it turned out to b better than expected. The service was superb and the food...Wow it was just authentic and delicious. My kids loves it and will ma...,"All we had was GREAT!! Calmares, bruschetta, pasta, pizza, the Baba and even the coffee was amazing! Our favorite  italian restaurant in KL.",We have only tasted such authentic Italian food in Italy. The pizza and pasta were absolutely delicious and a true reflection of the owner's passion and commitment to providing great food at great pri...
Morganfield's,3.0,3.0,3.8769255,2.20114,4.957424,3.8489592,3.0,3.3220338983050848,59,No specific mentions.,Went there for a birthday lunch. The front staff Mr. Ahmed was very attentive and alert as we greeted each other and wished the birthday person. He was taking our orders and once finalising our orders...,"I thoroughly enjoyed my BBQ ribs, aroma and tender.  Hubby's steak was juicy inside and cooked to his liking.  Perfect dining.",I usually don't write reviews for restaurants but this restaurant left me in awe. The customer service was just amazing. The pork chop was yumm. Keep up the good work guys!!,"Great meal with the kids, service was good and the food was excellent, Ribs where fantastic and great value for money, big portions","At christmas ,the ambiance was amazing!The portions were large,and the soft drink free flowing.The ribs were cooked to perfection and were tender and juicy.The service was good and there was WiFi also...",No specific mentions.
Mr Naan & Mrs Idly,3.0,3.0,4.639664,3.0,4.9682665,4.3524885,3.0,4.295081967213115,61,No specific mentions.,No specific mentions.,"Oh my goodness, where do we even begin? The most incredible feast of food, with every dish polished off between two of us! We had fresh juices to start, and then shared a pizza dosa, mushroom masala, ...","Been there today for lunch and had the worst experience ever in terms of service.Overall service is very disoriented, waiters are lethargic and ill informed, ill mannered.One of the Indian bread we or...","Brought my friends here for the first time and they absolutely loved it! Highly recommend -pav bhaji, pani buri and chiney baturey and a nice cup of hot masala tea.Pankaj served us that day, and his p...","Our most frequented restaurant in Kuala Lumpur because you find the best Indian Veg food here.. pretty much every item in the menu is sumptious! Also, there Chef special items are the cherry on cake.....",No specific mentions.
Mr. Dakgalbi,3.0,3.0,4.069037,1.895855,3.0,4.3024826,3.0,3.682926829268293,41,No specific mentions.,No specific mentions.,The food so nice!!!  The staff will cook the food infront of u. It so good when u eat it while it still hot. Will come again!!!,It is not good good but acceptable...like you go to your usual mamak stall kind of acceptable. We never really have to worry about food budget but we have an expectation if we were to pay that kind of...,"Tried the place out of curiosity, and I didn't regret it. food is amazing, kind of Korean paella. The staff is very friendly and it's good value for money (big portions). Will definitely go back when ...","I went to Mr. Dakgalbi for my first time , and ket me tell you , it was pretty good . The thing i love the most about it was the chicken . It had a strong taste and was delicious. It was definitely wo...",No specific mentions.
Muar Restaurant,3.0,3.0,4.667584,3.0,4.9616866,4.569618,3.0,4.19672131147541,61,No specific mentions.,No specific mentions.,"This simple place has the best food u ever will try if you are looking for locally home cook Muar food! I love it so much. Order the squid and prawns, eggs and deep friend vegetables!",No specific mentions.,We love Muar for lunch and dinner - their daily specials are tasty and inexpensive - and their Cendol for dessert is a yummy bargain. Strongly recommended,"We went here one night on the recommendation of Christina and Michael (owners of Sarang Vacation Homes). Food was delicious, none of the dishes I had either heard of or tried before but all tasted gre...",No specific mentions.
Murni Restoran,3.0,3.0,3.0,3.0,3.0,4.330003,3.0,3.888888888888889,27,No specific mentions.,No specific mentions.,It was my first time to Murni and I have heard a lot of good things about this place. It turned out to be a disappointment. I order teh o limau and got teh o instead. The triple H was very bad. The br...,"Food always good. Just notice 1 improvement about this restaurant, previous time we need to pay at counter, nowdays, we can make a payment at own table and they will give you change directly without w...",No specific mentions.,Big portion with reasonable price. The food is sooooo delicious and with variety of choices. Great chitchating place with friends.,No specific mentions.
Museum Restaurant,3.0,3.0,4.8309517,3.0,3.0,4.874311,3.0,4.388888888888889,18,No specific mentions.,No specific mentions.,"I cannot believe myself that this is definitely 1 of the best food that I have tasted in my entire life. The Mandy Lamb is highly recommended. The rice, the meat… everything is well-cooked and balance...",Had a visit to this beautiful museum and after 4 hours we felt famish and were looking forward to a nice meal. We ordered a bread and soup dish and a rice combo with herbal chicken. The dishes were ok...,Their Shawarma chicken and kebab are great. Good place to business meet ups. Chit chats and lovely place to have conversations while u eat. Great service. Humble owner / staff,"This meal would have been very good in any LC city centre restaurant. Well cooked malay food in a cool restaurant, served by polite, helpful waiters in a beautiful building",No specific mentions.
NADODI,3.0,4.7255583,4.6055717,3.0,4.9478874,4.510567,3.0,4.6482758620689655,145,No specific mentions.,"My wife and I went here for dinner for our only night in KL last night. After researching extensively for a degustation restaurant, this one stood out as it was unique compared to others. Wow! We were...","One of the best fine dining experiences I've ever had!Definitely worthy of being in the top 50 best restaurant list.The chicken rasam and the duck + jus were my personal favourite, but definitely …Mor...","After reading the reviews, we decided to try this fine dining restaurant. The 9 course food was brilliant, the chef explained each dish in detail as well as took the liberty to make us understand it's...","Delicious take on familiar flavours, but with subtle tweaks. It's my third time back here, and we got to try their 2-day Christmas menu which was such a treat. There's a lot of attention to detail at ...",Absolutely stunning. Probably the best meal of my life. The 12 course degustation with cocktail pairing was wonderful. If we're ever in KL again we'll definitely be back.,No specific mentions.
NZ Curry House,3.0,3.0,4.83504,3.0809398,4.5132375,4.406747,3.0,3.9802631578947367,152,No specific mentions.,No specific mentions.,BBQ was good and tried some local dishes all are good. Specially the fresh bread with lentils soup  was really good. All the Juices were awesome,The service here was great. The waiters were very helpful and patiently explained the menu to us. There are many tables so we didn’t have to wait for a seat. We had an incredible view. Our food came o...,"A nice, friendly restaurant with a wide selection of dishes. We had Halal which was excellent! We really enjoyed our lunch!",Cool place at a great location. Had the curry and some drinks here. Staff were very friendly and helpful. View was amazing because we were looking at the twin towers! Great experience!,No specific mentions.
Nadodi KL,3.0,4.9515524,4.9030232,3.4079628,4.948514,4.7231917,3.0,4.7407407407407405,135,No specific mentions.,"My husband brought me to Nadodi for my 30th birthday and we had an amazing experience. The service was great..each staff, regardless of their position, knew about the menu and the story behind the dis...",I came across Nadodi on instagram randomly one day and was truly intrigued to see a video on their take on South Indian & Sri lankan cuisine in a fine dining concept/setting. My family and I decided t...,"Nothing more we could have asked for from this amazing restaurant. The atmosphere, the staff and most importantly the food..... We ordered 11 course set meal and every single dish put us in awe. They ...","I have a lovely dining experience at Nadodi! The chefs did an amazing job, each dish was beautifully plated up and the flavours came together gorgeously. Would definitely come back again. Great servic...","I am really happy with """"""""Nadodi"""""""" as the view is spectacular. My family enjoyed the food a lot. 'Royal Treatment' ... Namaste!","I had first learned of Nadodi when my sister (a fine dining enthusiast from New York) came to visit. Unfortunately, it was in March 2020 when KL went on lockdown due to covid and we were unable to go...."
Nagasari Curry House,3.0,3.0,4.4028797,3.0,4.6537585,3.9313247,3.0,3.932584269662921,178,No specific mentions.,No specific mentions.,"Every dish we tried here was delicious. My favourite was the butter chicken, which was the best one I've ever tried. We also had some good biryani and naan bread. If you like indian food, this is a cl...",Excellent Indian food with an outstanding and friendly service. We were there around 7 and my wife really wanted some Roti Canai (Indian breakfast). First they told us that this won't be possible but ...,Lovely lovely lovely!!! Really enjoyed the tasty food and the service was great. Highly recommend the chicken tandoori,"Very good place, the food really is delicious",No specific mentions.
Naj & Belle,3.0,3.0,4.5976,3.0,3.0,4.364117,3.0,3.941176470588236,17,No specific mentions.,No specific mentions.,"Naj & Belle has a nice minimalistic decor, comfy enough. We had dinner here and the 4 of us ordered Iron Mike burger (nice and juicy burger), linguine pumpkin (vegetarian, ok), Pesto carbonara (ok), S...",No specific mentions.,"Hosted my friend’s birthday/bachelorette party here at the Bangsar branch, the service was top notch! Super accommodating and lovely staff to our group of 12 girls. The soft shell crab linguine was de...",Pleasantly surprise with the delightfully presented and delicious food. Very generous portions. Love the Nasi Ulam and pastas. Watermelon cake is wonderful though a bit pricey.,No specific mentions.
Naked Restaurant & Bar,3.0,3.0,4.872747,3.0,4.9625854,4.105102,3.0,4.0,19,No specific mentions.,No specific mentions.,I spent 7 hours in Naked with friends I met that day...we just could not leave the food and atmosphere was so good... we had delicious pizza and pastas seasoned just right...and we could change the sp...,When I saw a restaurant called NAKED it got me wondering...is everyone naked...Then out of curiosity I visited and probably had the best culinary food experience I’ve ever had and the best atmosphere....,"I went there last saturday for dinner with friend. I loved my dinner there. The food, service, interior all are great. Really enjoyed it. Would love to go there again.","I'm totally love their pizza and beef wellington because of the taste, portion size and the cheaper prize. Very recommended!",No specific mentions.
Nam Heong Chicken Rice,3.0,3.0,3.902698,3.0,4.5943418,3.5832477,3.0,3.68978102189781,274,No specific mentions.,No specific mentions.,The steamed free range chicken and oily rice are fabulous and the bean sprout is good too. They are undoubtedly still the best!,Do not come here. I would have given a negative star rating but need need to rate a min of 1 star. Extremely small portion of chicken rice with extremely rude serving staff! The old aunte serving wait...,My lunch experience at this restaurant was good..and staff is friendly & efficient.,The sambal is so nice,No specific mentions.
Nam Heong Chicken Rice Chinatown,3.0,3.0,4.3049145,3.0,4.892715,4.092686,3.0,3.9361702127659575,47,No specific mentions.,No specific mentions.,"I dropped by to Nam Heong again in Jan'16 with my brother after a break of few years. Food was just as delicious as I can recall! I usually take the """"""""roasted"""""""" Chicken in Penang. But here Nam Heo...",No specific mentions.,I've been here for the first time 2 years ago and fell in love with their food! The best chicken rice I have ever had! Then we just visited this place 2 days ago and it's still the same! We ordered ou...,"Best bar far, living here for a while now and this place is cheap and easy-great tasting food all round! A great KL experience in Chinatown",No specific mentions.
Nana's Green Tea,3.0,3.0,4.3046374,3.0,3.0,4.6415386,3.0,3.8333333333333335,18,No specific mentions.,No specific mentions.,"We tried the green tea soft cream, it is a green tea favor ice-cream with waffle cone. Tasted so green tea and delicious. You will love it~",We are coming to having meal at nana green tea at pavilion.ask the staff come over infront.but unfortunately never have the staff come to approach us. He stand far away n told us there not seat avalai...,No specific mentions.,"I had been here fir few times.I love the foodss!! And the price is reasonable if you go for lunch. Thay have lunch set that cost RM21.90 only with drinks!! You can choose the drink.. Personally,I pref...",No specific mentions.
Nando's,3.0,3.0,4.4262104,2.1548674,4.9228797,4.255459,3.0,3.876923076923077,130,No specific mentions.,No specific mentions.,"I am chicken lover, anything with chicken will be my favorite! If you're same as me, go and try this restaurants! The best menu ever is Peri-Peri Chicken!","Instead of visiting the packed yet poor service Nando's over KLCC, this one is the nearest alternative for you. On my recent visit, a trainee staff gave me a very good impression on her, especially af...",The food here are delicious but I am hoping for more variety of cuisine in the future. Thanks a lot!,all type of food are delicious and good to try by the customers and you shall say i want to eat it more,No specific mentions.
Nando's Nu Sentral,3.0,3.0,4.942748,1.8336099,3.0,3.712559,3.0,3.1724137931034484,29,No specific mentions.,No specific mentions.,This is in the Nu Sentral mall & the chicken is awesome. I love the Lemon & Herm and the mild chicken. To add it is the spicy sauce of Nando’s. Love the food here. Recommended for chicken & spicy 🌶 fo...,"The food was really nice and tasty.We went twice over the last week and our second visit was better than our first visit.First visit the service wasn't amazing and food came out just warm, i received ...","First time visit and it overall experience was good. Good food, good taste, good ambience with good services from the staffs. Had quite some good time here. Will be coming back for sure. A bit crowded...",We have really enjoyed the food at Nando's. The chicken is excellent. Beware of the spice level you choose 😀,No specific mentions.
Nandos,3.0,3.0,3.8887029,1.849376,3.0,3.5737698,3.0,3.4074074074074074,27,No specific mentions.,No specific mentions.,We went there for dinner & ordered half chicken with 2 sides. The chicken was very tender & juicy full of flavour. The fries were excellent too & the roasted vegetables were excellent as well. Fountai...,"Staff very clearly nice people, no debate there but soooooooo slow. We ordered food as a couple and the huge table who arrived after us got their food first. My OH got his food and I had to wait. We h...",No specific mentions.,After a full day of visiting klcc it was a pleasure to have lunch. The staff is helpful and the place is always full. The food is also as expected and great with their peri peri chicken standing out ....,No specific mentions.
Nasi Ayam Hainan Chee Meng,3.0,3.0,4.286174,1.3513094,3.0,4.3204756,3.0,3.864864864864865,74,"If you like hainam rice, try this nasi ayam hainam, very delicious. They serve nasi hainam with a small bowl of soup. We ordered one piece chicken and nasi hainam. Price is relative, bit high than oth...",No specific mentions.,"Lunch is best here.The restaurant is equipped with air conditioner so it is cool.We ordered :fried labu with salted egg (8)Steamed chicken (7)Hainanese rice (9)Soft tofu (10)Wanton soup (7)Overall, we...",always come here to eat..some time i bring my family & frens..today i came here to eat the ladies staff cut the chicken very rude..i need to seat in front have two table..one of the table dirty nobody...,I am a nasi ayam (chicken rice) lover and for me this is the best 'halal' nasi ayam that I've known. The food is marvelous and the place is very clean. You won't regret it.....,the food was really good especially the kerabu mangga...staff was really friendly.. ..this places proudly shows off to great culinary effect the local delicacies that our childhoods are made of. for s...,No specific mentions.
Nasi Kandar Pelita,3.0,3.0,4.387646,2.7051897,4.949453,4.3599477,3.0,3.980707395498393,311,tried few nasi kandar there but always go back to pelita. their ayam goreng was soooo good. go to nasi kandar pelita that less touristy to get the best of them.,No specific mentions.,"I had the chance to have Dinner at this restaurant. They have a variety of meat, vegetables, seafood and rice. I had the biriyani with fried chicken, fried squid and curry squid. The food was deliciou...","I love its maggi goreng the most.. Tomato rice also have good flavour.. Despite the amount of customers it has, it manages to serve its customers on time. So one can manage to have a quick meal here.",Excellent food at a very affordable price! So yummy! They've got a variety of dishes that would suit anybody.,This is one of the best restaurants I've visited so far. Simple reason... The waiters are very pleasant. We stayed at the chorus hotel just across the street... We thought we could try the food. The f...,No specific mentions.
Nasi Lemak Saleha,3.0,3.0,4.31748,3.4054625,3.0,3.932719,3.0,3.736842105263158,19,No specific mentions.,No specific mentions.,"Went to eat with friends. They enjoyed. We went again. Quaint little hut but nicely kept in cleanliness and ambiance. Service speedy. Choices several.. beef, chicken, fish, eggs. The nasi lemak comes ...",- nasi lemak totally sedap ! - lontong that u guys must try ! I can promise u it was delish !- kedai selalu ramai org pg2- lau x silap isnin ttp - very easy nk cari sbb kedai tepi jln je boleh nmpk- t...,"Fantastic Nasi Lemak! Delicious with a lot food to choice. I tried as well Roti canai, and it was great! Enjoy eating nasi Lemak for dinner. Great food and good job!","The Nasi Lemak is good. The sambal is just nice not too spicy. They also has a lot other choices of dishes in the menu such as chicken rice, mee, laksa, and many more. You need to order at the counter...",No specific mentions.
Nasi Lemak Wanjo,3.0,3.0,4.1771145,3.0,4.956303,4.1930394,3.0,4.055555555555555,36,No specific mentions.,No specific mentions.,"Absolutely love the nasi lemak here! I am not a huge nasi lemak fan in all honesty. After seeing a YouTube review before our trip in February 2017, we decided to give it a try and were not disappointe...","in my personal opinion, this is the best Nasi Lemak joint in Kuala Lumpur. They have renovated and expanded next door. The restaurant looks more airy, brighter and so so much cleaner now. The sambal i...",In one word it is the best place to eat local food. And service was perfect . I am recommending to everyone .,One of the best nasi lemak in Kuala Lumpur that available from sunrise to sunset. Nasi lemak all day long. Yay!,No specific mentions.
Nathalie Gourmet Studio,3.0,3.0,4.9350357,2.7026396,4.9650025,4.6844726,3.0,4.269230769230769,26,No specific mentions.,"On Saturday - 19 July, my husband & i celebrated our wedding Anniversary at Nathalie Gourmet Studio and was very much impressed by the ambiance, food & service. Big ups especially to both the gentleme...","First they will serve u the best french dinner roll ever...crispy on the outside yet the inside is soft, eat it with thier awfully rich butter sprinkled with sea salt and it will warm your soul.  We o...","Having been here several times, it is more than fair to say that great thought and care have gone into the choice of menu (which is frequently changed), the superior ingredients used, and the preparat...","Had brunch with friends. Menu is perfect, something for everyone. Service was awesome. Will be back definitely!",After a great experience dining at Paul Bocuse restaurant in Lyon...I just crave for French restaurant in KL...I tried Nathalie's... I love the way the food is presented... very beautiful and appetizi...,No specific mentions.
Nature's Vegetarian Restaurant,3.0,3.0,4.8625054,3.0,3.0,4.743346,3.0,4.111111111111111,18,No specific mentions.,No specific mentions.,"The dim sum here is so good! I would recommend the taro fritters, bbq buns and satay. We ordered around 12 dishes and 2 were not to our liking, but that was because of our taste, not because of the qu...",I have patronised this place for years. Today I asked for some cashew nuts to be added to my vegetables. To my shock and horror I was told that it was chargeable. At RM3. I found this amusing. I inqui...,No specific mentions.,Our favourite in this place. DimSum. Other dishes can be found anywhere but a vegetarian dimsum is non existent. It’s nice and delicious as well. Others offerings are nice as well especially the Curry...,No specific mentions.
Naughty Babe Dirty Duck,3.0,3.0,3.5226407,2.535099,3.0,4.51751,3.0,3.7777777777777777,27,No specific mentions.,No specific mentions.,"I was told that this place had out of this world ribs and I have to say, I was NOT disappointed! the rib meat fell right off the bone and the BBQ sauce was very tasty! the cold meat platter for a star...",We decided we wanted Pork ribs but couldn't decide where to go. Went in the internet saw the name decided it looked a good place looked at their menu and we were sold. Made a phone call and made a boo...,No specific mentions.,We ate at the Desa Park City branch. Great menu range with a range of reasonably priced appertisers and main courses. Our meals came quickly and were well presented. Check out the specials... definite...,No specific mentions.
Naughty Nuri's,3.0,3.0,4.5400805,2.893537,4.971451,4.5487027,3.0,4.3478260869565215,322,No specific mentions.,"We are here to celebrate my aunty birthday! Their service is really good, all the staff are so friendly. My aunty was so surprise and happy while they serve the cake dancing and singing birthday song ...",Went there for dinner with my fiance on our first night in Kuala Lumpur. Did not disappoint! The food was really amazing and the people were so friendly. Rich really made sure everything was up to par...,We came here specially to try the ribs. We arrived for dinner without reservation. Take note that reservation is only taken if you have above 6 pax. We were told that we have to finish our meal within...,Awesome place to dine and party or celebrate. Will be our regular from now on... We love this place...,This is a really nice place to celebrate your special day. Good food good quality of service! Will visit again soon!,No specific mentions.
Nero Nero,3.0,4.427777,4.4832187,3.6391432,4.959687,4.341258,4.865451,4.473809523809524,420,No specific mentions.,The food and service is impeccable. The host Manjeet and his team mate Anwar are ever so gracious and hospitable. One of the best places to get your Italian fix.,"I was delighted to find real south Italian food in a shopping mall. Friendly restaurant with a funny chef from italy, we loved the seafood and fish, fresh and well cooked. My friend ordered the sfogli...","Great pasta especially the tortellini, and the pizza and the desserts. Great hospitality and warm service even on delivery. Cant wait to order to go to the place again! Hoorah for a great Italian rest...",Good service and great food! My friend and I really enjoyed our experience here! Friendly staff Shubham did a great job hosting us! ☺️,"Went here last Friday evening and it was a great first time experience! Sitting outside on the right night - clear sky and nice breeze was fantastic. The pizza, salad and beer were excellent and so wa...","I am biast as I know the new Italian Chef Giuseppe personally, he is an amazing Ambassador for his Apuglia Kitchen and Italian cuisine, his constant search for the best, fresh, authentic products, com..."
Neroteca,3.0,3.0,3.7830675,2.4619718,4.9570503,4.4245415,3.0,3.946902654867257,113,No specific mentions.,"When I first entered the restaurant, I was promptly greeted by the Manager, which was the beginning of excellent service that night. Food was also delivered on time, and the list of wines suggested wa...","First of all, the bread (with rock salt!) is amazing, could not get enough. I had a linguine with red clam sause and it was very good, my wife had lasagna that she loved, which is amazing because she ...","From the outside, this honestly doesn't look like much since it's situated in a residential building and the facade of the restaurant looks rather minuscule. However, upon entering, you will begin to ...","My husband and I regularly go to this restaurant. We love the food and the service! We have brought several friends with us, and everyone is always impressed. Very tasty food! The service is some of t...","The restaurant was so comfortable, the food at Echo absolutely spectacular (we ate two meals there). Our waitress was just wonderful. Looking forward to staying with you in the future. What a great pl...",I was there for lunch with my daughter. Best focaccia I got in years with real parma ham and a beautiful carpaccio for my daughter. All was delicious.... Just try to put Italian music instead of Latin...
New Chapter by The Owls Cafe,3.0,3.0,4.167665,2.5598583,4.964664,4.4387584,3.0,4.024390243902439,41,No specific mentions.,No specific mentions.,"Oh dear, the deliciousness. Was informed by friends that waffles were not to be missed and they totally delivered. Plenty of fresh fruit and a generous scoop of earl grey tea ice cream for mine - very...",I went there on a Sunday afternoon and already expect that I'll have to wait for the table. There's nice waiting area for customers to sit while waiting. The staff told me to wait for 45 mins and it i...,"A must try item: their super fluffy waffles, not too sweet , just nice! Nice ambience and spacious, a good place to hang out. Relax your day with a bunch of very helpful and friendly crews.",It’s a nice place to just chill and relax since the place is located in a convention building and the interior is amazing. I like how the ambiance is very cool and peaceful. The interior is contempora...,No specific mentions.
Newens Tea House,3.0,3.0,3.0,3.0,4.9703803,4.672604,3.0,4.612903225806452,62,No specific mentions.,No specific mentions.,"We had the oriental afternoon tea set which consisted of Cantonese dim sum set, which we found very interesting. They served dishes like har gao and Siew mai, deep fried spring rolls and custard bun f...",Just had a bad high tea experience . Firstly the servers are not attentive . Serve food to customers who came and ordered much later than our table . We only served after we asked them . The scones se...,"the place, food, staff, especially the staffs are amazing! They are super nice and very attentive. This is like my fav place to hang out with friends or meeting with clients. You guys have to try thei...",Such a nice place to have teatime！English style high tea！The signature tarts and scones are really good！,No specific mentions.
Nick's Restaurant & Bar,3.0,3.0,3.0,3.0,3.0,4.575868,3.0,4.5625,16,No specific mentions.,Highly recommended for good north indian food with mexican touch and i would say the environment is kids friendly & cozy. Nick & his team are really friendly and did their best for making my daughters...,Came with my friends after a long time. Ordered a chicken tikka Buritos. It came with a vegetarian biryani on the side. The Buritos dip in a their green salsa and sour cream and a spoon of their fragr...,No specific mentions.,"Their Cozy bar was the main attraction and Nice ambience, especially the Tandoor,Indian and Mexican foodies are tasty and i like their interior works,me and my friends enjoyed a lot and hangout for a ...",Back here again since the office is open. I had the briyani mutton and my girlfriend tried the chicken tandoori soft tacos. Both dishes were really delicious. Restaurant practices social distancing. P...,No specific mentions.
Nipah,3.0,4.967715,3.0,3.0,4.974043,4.8400793,3.0,4.839285714285714,56,No specific mentions.,Hello EQ! My name is Ms Hanis from Hotel Arte by Thomas Chan. Actually my fiance which is your Exec Pastry Chef-Chef Abu Hamidy who recommended your restaurant. I had the Buffet Ramadan with my hotel ...,"less than rm100, you'd get unlimited oysters and fresh seafood, salmon sashimi, beautiful dessert spread. i just love it.not as comprehensive as lemongrass cafe at shangri la KL, but it's just enough ...","Despite the hype of the stunning sky 51, many may have not aware Nipah offers the best hotel foods in town. I was having a quick business dinner at nipah last night, towards the end of the dinner, i d...","We had Lunch Buffet here today. The minute you step into the restaurant, the feeling was so nice! The restaurant is so beautiful and cosy. Very good place for gamily and friends gathering. The food he...","The recents buffet served by Chef John, is so delicious! Recommended to come Nipah (Hotel EQ) for delicious food! Show less",We had delicious nasi goreng kampung and margherita pizza. We even got a complimentary welcome brownie which was amazingly rich in taste! The pizza was divine we loved the cheese and the crust of the ...
Nipah at EQ,3.0,3.0,4.526855,3.0496962,4.8392954,4.299626,3.0,4.388888888888889,144,No specific mentions.,"The staff here make the place great. While staying at EQ Hotel, Kalai greeted my 3 year old daughter by name everyday we came to eat. Hamsiah organised a surprise birthday treat when she found out it’...","delicious foods. veges are fresh! i love their oyster! the desserts, main course and everything😂 good job kitchen team.!","As expected from a 5-star establishment.Swift and helpful staff, not even a single dirty cutlery and diningware left on the table, just like you first arrived. Food selection is nice, rinse and repeat...","Very tasty and delicious food,, I like so much,,,, we having buffet lunch,. Very helpful staff as well. U should try the foods😍😍",Tonight we have the opportunity to try out delicious dishes prepared by Chef John.He is very pleasant and humble to greet us personally. Very impressive indeed 👍!,No specific mentions.
